Group,Soft Cap Period,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Faculty & Researcher,AY 23-24, 1st,employee,researcher,66,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16,66,16,82
Student,AY 23-24, 1st,student,degree,45,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,45,37,82
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,40,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,40,41,81
Staff,AY 23-24, 1st,affiliate,contractor,16,1,36,26,0,0,0,0,0,0,0,2,0,0,0,2,0,17,62,19,62,81
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,46,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,35,46,35,81
Student,AY 23-24, 1st,student,degree,18,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,18,63,81
Staff,AY 23-24, 1st,affiliate,contractor,43,1,22,12,0,0,0,0,0,0,2,0,1,0,0,2,1,44,34,46,35,81
Staff,AY 23-24, 1st,affiliate,contractor,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,81
Staff,AY 23-24, 1st,employee,administrator,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,0,81
Staff,AY 23-24, 1st,affiliate,contractor,11,6,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,17,64,17,64,81
Staff,AY 23-24, 1st,employee,administrator,45,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,45,35,45,36,81
Student,AY 23-24, 1st,affiliate,degree,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,81
Student,AY 23-24, 1st,student,degree,41,0,39,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41,39,42,39,81
Student,AY 23-24, 1st,student,degree,26,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,55,26,55,81
Student,AY 23-24, 1st,affiliate,degree,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,9,72,81
Student,AY 23-24, 1st,employee,degree,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,0,81
Others,AY 23-24, 1st,affiliate,nyu_building_resident,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,81
Staff,AY 23-24, 1st,affiliate,contractor,1,0,4,75,0,0,0,0,0,0,0,0,1,0,0,0,1,1,79,1,80,81
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,24,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,57,24,57,81
Student,AY 23-24, 1st,student,degree,18,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,18,63,81
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,51,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,51,30,81
Student,AY 23-24, 1st,student,degree,16,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,65,16,65,81
Staff,AY 23-24, 1st,affiliate,contractor,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,80
Staff,AY 23-24, 1st,affiliate,contractor,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,80
Staff,AY 23-24, 1st,affiliate,contractor,0,0,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,80
Staff,AY 23-24, 1st,affiliate,contractor,0,76,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,76,4,80
Student,AY 23-24, 1st,student,degree,1,0,71,0,0,0,0,0,0,0,0,0,8,0,0,0,8,1,71,1,79,80
Staff,AY 23-24, 1st,affiliate,ad_employee_of_vendor,12,25,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,37,43,37,43,80
Staff,AY 23-24, 1st,affiliate,contractor,6,5,2,54,0,0,0,0,0,0,5,0,6,2,0,5,8,11,56,16,64,80
Faculty & Researcher,AY 23-24, 1st,employee,researcher,64,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,16,64,16,80
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,80
Faculty & Researcher,AY 23-24, 1st,employee,faculty,46,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,34,46,34,80
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,80
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,32,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,32,48,80
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,78,2,80
Staff,AY 23-24, 1st,affiliate,contractor,0,60,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,60,20,80
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,79,1,80
Staff,AY 23-24, 1st,employee,administrator,52,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,28,52,28,80
Staff,AY 23-24, 1st,employee,administrator,41,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,41,39,80
Faculty & Researcher,AY 23-24, 1st,employee,researcher,55,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,25,55,25,80
Student,AY 23-24, 1st,student,degree,59,0,13,2,0,0,0,0,0,0,1,0,5,0,0,1,5,59,15,60,20,80
Student,AY 23-24, 1st,student,degree,45,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,45,35,80
Student,AY 23-24, 1st,student,degree,0,0,64,0,0,0,0,0,0,0,2,0,14,0,0,2,14,0,64,2,78,80
Student,AY 23-24, 1st,student,degree,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,80
Student,AY 23-24, 1st,student,degree,13,0,47,0,0,0,0,0,0,0,0,0,20,0,0,0,20,13,47,13,67,80
Others,AY 23-24, 1st,student,--Unknown billing code--,64,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,16,64,16,80
Student,AY 23-24, 1st,student,degree,51,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,29,51,29,80
Student,AY 23-24, 1st,student,degree,21,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59,21,59,80
Staff,AY 23-24, 1st,affiliate,administrator,41,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,41,38,79
Staff,AY 23-24, 1st,affiliate,contractor,29,9,13,6,0,0,0,0,0,0,22,0,0,0,0,22,0,38,19,60,19,79
Staff,AY 23-24, 1st,affiliate,contractor,34,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,45,34,45,79
Faculty & Researcher,AY 23-24, 1st,employee,researcher,62,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,17,62,17,79
Student,AY 23-24, 1st,student,degree,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0,79
Staff,AY 23-24, 1st,affiliate,contractor,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,1,78,79
Staff,AY 23-24, 1st,affiliate,administrator,47,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,47,32,79
Staff,AY 23-24, 1st,affiliate,contractor,65,1,7,5,0,0,0,0,0,0,1,0,0,0,0,1,0,66,12,67,12,79
Student,AY 23-24, 1st,affiliate,degree,28,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,48,31,48,79
Faculty & Researcher,AY 23-24, 1st,employee,faculty,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0,79
Staff,AY 23-24, 1st,affiliate,contractor,2,0,3,58,0,0,0,0,0,0,10,0,6,0,0,10,6,2,61,12,67,79
Student,AY 23-24, 1st,student,degree,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,4,75,79
Staff,AY 23-24, 1st,affiliate,security_staff,17,6,0,55,0,0,0,0,0,0,0,1,0,0,0,1,0,23,55,24,55,79
Student,AY 23-24, 1st,student,degree,57,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,57,19,57,22,79
Student,AY 23-24, 1st,student,degree,48,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,48,31,79
Student,AY 23-24, 1st,student,degree,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,2,77,79
Student,AY 23-24, 1st,student,degree,65,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,14,65,14,79
Student,AY 23-24, 1st,student,degree,21,0,38,0,0,0,0,0,0,0,18,0,2,0,0,18,2,21,38,39,40,79
Faculty & Researcher,AY 23-24, 1st,student,researcher,45,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,45,34,79
Others,AY 23-24, 1st,affiliate,employee_family_member,18,3,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,57,21,57,78
Staff,AY 23-24, 1st,affiliate,contractor,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,78
Faculty & Researcher,AY 23-24, 1st,employee,researcher,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,78
Staff,AY 23-24, 1st,affiliate,contractor,16,0,23,1,0,0,0,0,0,0,29,0,9,0,0,29,9,16,24,45,33,78
Faculty & Researcher,AY 23-24, 1st,employee,faculty,46,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,32,46,32,78
Faculty & Researcher,AY 23-24, 1st,employee,faculty,40,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,40,38,78
Staff,AY 23-24, 1st,affiliate,contractor,8,0,68,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,68,8,70,78
Staff,AY 23-24, 1st,affiliate,contractor,28,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50,28,50,78
Student,AY 23-24, 1st,student,degree,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,72,6,72,78
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,59,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19,59,19,78
Student,AY 23-24, 1st,student,degree,43,1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,44,34,78
Staff,AY 23-24, 1st,employee,administrator,54,1,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,55,23,78
Student,AY 23-24, 1st,student,degree,11,0,65,0,0,0,0,0,0,0,0,0,2,0,0,0,2,11,65,11,67,78
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,14,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,64,14,64,78
Faculty & Researcher,AY 23-24, 1st,employee,researcher,7,0,58,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,71,7,71,78
Faculty & Researcher,AY 23-24, 1st,employee,researcher,56,1,9,0,0,0,0,0,0,0,3,5,4,0,0,8,4,57,9,65,13,78
Student,AY 23-24, 1st,student,degree,73,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,75,3,78
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,2,25,16,31,0,0,0,0,0,0,1,0,2,0,0,1,2,27,47,28,49,77
Staff,AY 23-24, 1st,affiliate,contractor,6,59,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,65,12,77
Staff,AY 23-24, 1st,affiliate,administrator,9,0,61,0,0,0,0,0,0,0,1,0,6,0,0,1,6,9,61,10,67,77
Student,AY 23-24, 1st,student,degree,71,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,71,6,77
Student,AY 23-24, 1st,student,degree,37,6,32,0,0,0,0,0,0,0,1,0,1,0,0,1,1,43,32,44,33,77
Staff,AY 23-24, 1st,employee,administrator,41,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,41,36,77
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,77,0,77
Faculty & Researcher,AY 23-24, 1st,employee,faculty,74,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,74,3,77
Student,AY 23-24, 1st,student,degree,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,77,0,77
Faculty & Researcher,AY 23-24, 1st,employee,researcher,45,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,4,45,28,45,32,77
Student,AY 23-24, 1st,student,degree,0,0,68,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,68,0,77,77
Student,AY 23-24, 1st,student,degree,2,0,52,0,0,0,0,0,0,0,0,0,23,0,0,0,23,2,52,2,75,77
Student,AY 23-24, 1st,student,degree,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,70,7,70,77
Student,AY 23-24, 1st,student,degree,40,2,29,5,0,0,0,0,0,0,0,0,1,0,0,0,1,42,34,42,35,77
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,76
Student,AY 23-24, 1st,affiliate,degree,42,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,42,34,76
Staff,AY 23-24, 1st,affiliate,ad_contingent,10,2,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64,12,64,76
Faculty & Researcher,AY 23-24, 1st,affiliate,visiting_academic_other,13,18,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,45,31,45,76
Staff,AY 23-24, 1st,employee,administrator,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,76
Others,AY 23-24, 1st,affiliate,ad_executive_authority,4,0,61,0,0,0,0,0,0,0,3,0,8,0,0,3,8,4,61,7,69,76
Faculty & Researcher,AY 23-24, 1st,employee,faculty,52,0,1,0,0,0,0,0,0,0,23,0,0,0,0,23,0,52,1,75,1,76
Staff,AY 23-24, 1st,affiliate,contractor,16,12,25,19,0,0,0,0,0,0,2,0,2,0,0,2,2,28,44,30,46,76
Faculty & Researcher,AY 23-24, 1st,employee,researcher,28,0,46,1,0,0,0,0,0,0,0,0,0,1,0,0,1,28,47,28,48,76
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,6,70,76
Staff,AY 23-24, 1st,affiliate,contractor,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,76
Student,AY 23-24, 1st,student,degree,46,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,30,46,30,76
Staff,AY 23-24, 1st,employee,administrator,56,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,56,20,76
Staff,AY 23-24, 1st,affiliate,contractor,18,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,18,58,76
Faculty & Researcher,AY 23-24, 1st,employee,researcher,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,76
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,63,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,13,63,13,76
Staff,AY 23-24, 1st,employee,administrator,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,76
Staff,AY 23-24, 1st,employee,administrator,22,19,17,15,0,0,0,0,0,0,0,2,0,1,0,2,1,41,32,43,33,76
Student,AY 23-24, 1st,student,degree,20,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,20,56,76
Student,AY 23-24, 1st,student,degree,74,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,74,2,76
Student,AY 23-24, 1st,student,degree,28,0,37,0,0,0,0,0,0,0,0,0,11,0,0,0,11,28,37,28,48,76
Student,AY 23-24, 1st,student,degree,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,76
Student,AY 23-24, 1st,student,degree,18,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,18,58,76
Faculty & Researcher,AY 23-24, 1st,affiliate,visiting_academic_other,2,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,2,74,76
Faculty & Researcher,AY 23-24, 1st,employee,faculty,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,76
Faculty & Researcher,AY 23-24, 1st,employee,researcher,16,0,22,0,0,0,0,0,0,0,0,0,38,0,0,0,38,16,22,16,60,76
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,73,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,73,2,75
Staff,AY 23-24, 1st,affiliate,contractor,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,75
Staff,AY 23-24, 1st,affiliate,contractor,0,45,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,45,30,75
Student,AY 23-24, 1st,student,degree,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,75
Staff,AY 23-24, 1st,employee,administrator,64,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,11,64,11,75
Faculty & Researcher,AY 23-24, 1st,employee,researcher,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,75
Staff,AY 23-24, 1st,employee,administrator,47,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,3,47,25,47,28,75
Faculty & Researcher,AY 23-24, 1st,employee,researcher,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,75
Student,AY 23-24, 1st,student,degree,32,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32,42,32,43,75
Others,AY 23-24, 1st,student,--Unknown billing code--,41,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,34,41,34,75
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,75
Student,AY 23-24, 1st,student,degree,29,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,29,46,75
Faculty & Researcher,AY 23-24, 1st,employee,researcher,5,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,69,5,70,75
Student,AY 23-24, 1st,student,degree,25,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,25,50,75
Staff,AY 23-24, 1st,affiliate,security_staff,24,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51,24,51,75
Student,AY 23-24, 1st,student,degree,20,5,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,25,50,75
Staff,AY 23-24, 1st,affiliate,administrator,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1,73,74
Faculty & Researcher,AY 23-24, 1st,employee,researcher,41,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,41,33,74
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,5,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,6,68,6,74
Student,AY 23-24, 1st,student,degree,42,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,42,32,74
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,73,1,74
Staff,AY 23-24, 1st,affiliate,administrator,34,0,39,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,39,35,39,74
Faculty & Researcher,AY 23-24, 1st,employee,faculty,66,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,74,0,74
Student,AY 23-24, 1st,student,degree,13,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,61,13,61,74
Student,AY 23-24, 1st,student,degree,67,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,67,7,74
Student,AY 23-24, 1st,student,degree,72,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,72,2,74
Student,AY 23-24, 1st,student,degree,15,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59,15,59,74
Student,AY 23-24, 1st,student,degree,23,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,51,23,51,74
Student,AY 23-24, 1st,student,degree,22,0,35,0,0,0,0,0,0,0,6,0,11,0,0,6,11,22,35,28,46,74
Faculty & Researcher,AY 23-24, 1st,employee,researcher,15,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15,55,15,59,74
Student,AY 23-24, 1st,student,degree,71,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,73,1,74
Student,AY 23-24, 1st,affiliate,degree,6,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,6,67,73
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,73,0,73
Staff,AY 23-24, 1st,affiliate,administrator,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,3,70,73
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,73,0,73
Student,AY 23-24, 1st,student,degree,42,0,10,0,0,0,0,0,0,0,17,0,4,0,0,17,4,42,10,59,14,73
Faculty & Researcher,AY 23-24, 1st,employee,faculty,69,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,69,4,73
Staff,AY 23-24, 1st,employee,administrator,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,73,0,73
Staff,AY 23-24, 1st,employee,administrator,18,0,3,0,0,0,0,0,0,0,0,0,52,0,0,0,52,18,3,18,55,73
Staff,AY 23-24, 1st,employee,administrator,58,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,8,58,7,58,15,73
Student,AY 23-24, 1st,student,degree,49,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,49,24,73
Staff,AY 23-24, 1st,employee,administrator,30,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43,30,43,73
Student,AY 23-24, 1st,student,degree,32,0,21,0,0,0,0,0,0,0,20,0,0,0,0,20,0,32,21,52,21,73
Staff,AY 23-24, 1st,employee,administrator,17,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56,17,56,73
Faculty & Researcher,AY 23-24, 1st,employee,researcher,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,72
Staff,AY 23-24, 1st,affiliate,ad_contingent,18,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54,18,54,72
Faculty & Researcher,AY 23-24, 1st,employee,researcher,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,29,43,72
Staff,AY 23-24, 1st,affiliate,security_staff,16,0,36,19,0,0,0,0,0,0,0,0,0,1,0,0,1,16,55,16,56,72
Staff,AY 23-24, 1st,affiliate,administrator,6,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,6,66,72
Faculty & Researcher,AY 23-24, 1st,employee,faculty,64,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,64,8,72
Staff,AY 23-24, 1st,affiliate,contractor,2,7,1,61,0,0,0,0,0,0,0,1,0,0,0,1,0,9,62,10,62,72
Staff,AY 23-24, 1st,affiliate,administrator,13,1,50,0,0,0,0,0,0,0,0,0,8,0,0,0,8,14,50,14,58,72
Student,AY 23-24, 1st,student,degree,18,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54,18,54,72
Student,AY 23-24, 1st,student,degree,54,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,18,54,18,72
Student,AY 23-24, 1st,student,degree,38,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,38,34,72
Staff,AY 23-24, 1st,affiliate,contractor,5,16,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,21,51,72
Student,AY 23-24, 1st,student,degree,25,0,26,0,0,0,0,0,0,0,0,0,21,0,0,0,21,25,26,25,47,72
Staff,AY 23-24, 1st,affiliate,contractor,22,4,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,26,46,26,46,72
Student,AY 23-24, 1st,student,degree,16,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,16,56,72
Student,AY 23-24, 1st,student,degree,6,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,6,66,72
Staff,AY 23-24, 1st,employee,administrator,36,7,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,43,28,71
Student,AY 23-24, 1st,student,degree,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,3,68,71
Others,AY 23-24, 1st,affiliate,ad_executive_authority,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,71
Faculty & Researcher,AY 23-24, 1st,affiliate,faculty,25,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,46,25,46,71
Staff,AY 23-24, 1st,affiliate,contractor,5,0,2,0,0,0,0,0,0,0,10,0,54,0,0,10,54,5,2,15,56,71
Faculty & Researcher,AY 23-24, 1st,affiliate,researcher,59,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,59,12,71
Staff,AY 23-24, 1st,employee,administrator,13,0,54,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,54,13,58,71
Staff,AY 23-24, 1st,employee,administrator,63,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,63,8,71
Student,AY 23-24, 1st,student,degree,36,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,36,35,71
Staff,AY 23-24, 1st,employee,administrator,27,0,39,0,0,0,0,0,0,0,2,0,3,0,0,2,3,27,39,29,42,71
Staff,AY 23-24, 1st,affiliate,contractor,18,0,10,0,0,0,0,0,0,0,25,0,18,0,0,25,18,18,10,43,28,71
Staff,AY 23-24, 1st,employee,administrator,9,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,9,62,71
Student,AY 23-24, 1st,student,degree,16,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,16,55,71
Faculty & Researcher,AY 23-24, 1st,employee,researcher,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,69,0,70,70
Faculty & Researcher,AY 23-24, 1st,employee,researcher,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,0,70
Student,AY 23-24, 1st,student,degree,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,69,1,70
Student,AY 23-24, 1st,student,degree,28,0,40,0,0,0,0,0,0,0,0,0,2,0,0,0,2,28,40,28,42,70
Faculty & Researcher,AY 23-24, 1st,employee,researcher,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,4,66,70
Student,AY 23-24, 1st,student,degree,15,0,52,1,0,0,0,0,0,0,2,0,0,0,0,2,0,15,53,17,53,70
